Series Name,Series Code,Country Name,Country Code,2018 [YR2018],2019 [YR2019]
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Least developed countries: UN classification,LDC,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Low & middle income,LMY,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Low income,LIC,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Lower middle income,LMC,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Middle East, North Africa, Afghanistan & Pakistan",MEA,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Middle income,MIC,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,North America,NAC,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Not classified,INX,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,OECD members,OED,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Other small states,OSS,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Pacific island small states,PSS,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Post-demographic dividend,PST,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Pre-demographic dividend,PRE,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Small states,SST,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,South Asia,SAS,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,South Asia (IDA & IBRD),TSA,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Sub-Saharan Africa,SSF,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Sub-Saharan Africa (excluding high income),SSA,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Upper middle income,UMC,..,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,World,WLD,..,..
,,,,,
,,,,,
,,,,,
Data from database: World Development Indicators,,,,,
Last Updated: 04/08/2026,,,,,
